Year,Province,District,Total_Deaths_Cum,Injured_Total_Cum,Total_Houses_Damaged,Cropped_Area_Acres,Roads_Damaged_km,Flooded_Area_sqkm,Persons_Affected,Est_Damages_USD_Mn,Rainfall_Actual_mm,Rainfall_Anomaly_pct
2011,Punjab,Hafizabad,5,16,1667,25938,42,139,92634,22.2,411,179.6
2011,Punjab,Narowal,6,20,2135,33210,53,178,118606,28.5,507,264.7
2011,Punjab,Layyah,8,26,2573,40017,64,214,142917,34.3,478,264.9
2011,Punjab,Bhakkar,5,16,1845,28706,46,154,102522,24.6,262,106.3
2011,Sindh,All (Province Level),125,412,42123,655248,1053,3510,2340171,561.5,244,45.2
2011,Sindh,Karachi,7,23,2514,39111,63,210,139682,33.5,248,34.1
2011,Sindh,Hyderabad,10,33,3455,53739,86,288,191924,46.0,299,85.7
2011,Sindh,Sukkur,8,26,2617,40706,65,218,145380,34.9,157,-17.8
2011,Sindh,Larkana,7,23,2217,34488,55,185,123171,29.6,212,16.5
2011,Sindh,Khairpur,9,30,3141,48865,79,262,174519,41.9,227,41.0
2011,Sindh,Jacobabad,10,33,3240,50399,81,270,179996,43.2,258,72.0
2011,Sindh,Shikarpur,9,30,2878,44764,72,240,159873,38.4,238,45.1
2011,Sindh,Kashmore,8,26,2558,39784,64,213,142087,34.1,247,58.3
2011,Sindh,Dadu,10,33,3328,51767,83,277,184881,44.4,242,28.0
2011,Sindh,Jamshoro,5,16,1788,27817,45,149,99347,23.8,146,-22.8
2011,Sindh,Thatta,3,10,1075,16724,27,90,59729,14.3,305,60.5
2011,Sindh,Badin,5,16,1837,28579,46,153,102068,24.5,283,58.1
2011,Sindh,Sanghar,4,13,1256,19533,31,105,69760,16.7,188,29.7
2011,Sindh,Mirpur Khas,7,23,2442,37992,61,204,135685,32.6,258,38.7
2011,Sindh,Tharparkar,9,30,2908,45231,73,242,161540,38.8,253,31.1
2011,Sindh,Umerkot,13,43,4241,65970,106,353,235607,56.5,168,-5.6
2011,Sindh,Matiari,6,20,2048,31864,51,171,113801,27.3,220,18.9
2011,Sindh,Qambar,4,13,1272,19785,32,106,70661,17.0,187,9.4
2011,KPK,All (Province Level),116,383,38858,604458,971,3238,2158777,517.9,397,168.2
2011,KPK,Peshawar,3,10,1063,16529,27,89,59032,14.2,345,146.4
2011,KPK,Nowshera,6,20,1897,29510,47,158,105392,25.3,263,58.4
2011,KPK,Charsadda,5,16,1588,24708,40,132,88242,21.2,326,98.8
2011,KPK,Mardan,8,26,2537,39469,63,211,140962,33.8,572,244.6
2011,KPK,Swat,4,13,1479,22999,37,123,82140,19.7,373,160.8
2011,KPK,Malakand,4,13,1277,19866,32,106,70950,17.0,418,159.6
2011,KPK,Dir Upper,5,16,1701,26457,43,142,94491,22.7,373,159.0
2011,KPK,Dir Lower,9,30,2860,44489,72,238,158890,38.1,254,89.6
2011,KPK,Chitral,6,20,2087,32468,52,174,115957,27.8,589,311.9
2011,KPK,Mansehra,4,13,1177,18303,29,98,65368,15.7,573,243.1
2011,KPK,Abbottabad,3,10,1107,17215,28,92,61481,14.8,350,127.3
2011,KPK,Haripur,8,26,2637,41017,66,220,146488,35.1,285,111.1
2011,KPK,Swabi,8,26,2656,41320,66,221,147573,35.4,368,127.2
2011,KPK,Buner,3,10,1125,17494,28,94,62478,15.0,554,292.9
2011,KPK,Shangla,4,13,1292,20100,32,108,71787,17.2,456,235.3
2011,KPK,Kohistan,4,13,1299,20201,32,108,72146,17.3,564,347.6
2011,KPK,Battagram,7,23,2454,38168,61,204,136314,32.7,583,331.9
2011,KPK,Tor Ghar,7,23,2323,36128,58,194,129029,31.0,308,131.6
2011,Balochistan,All (Province Level),67,221,22585,351324,565,1882,1254730,301.0,279,59.4
2011,Balochistan,Quetta,2,7,663,10309,17,55,36818,8.8,284,76.4
2011,Balochistan,Khuzdar,5,16,1518,23612,38,126,84329,20.2,279,60.3
2011,Balochistan,Turbat,6,20,2115,32899,53,176,117498,28.2,253,47.1
2011,Balochistan,Gwadar,6,20,2184,33980,55,182,121357,29.1,354,85.3
2011,Balochistan,Lasbela,4,13,1406,21868,35,117,78099,18.7,280,48.9
2011,Balochistan,Mastung,5,16,1812,28186,45,151,100663,24.1,219,33.5
2011,Balochistan,Kalat,7,23,2338,36376,58,195,129916,31.2,408,138.6
2011,Balochistan,Sibi,4,13,1451,22567,36,121,80598,19.3,280,80.6
2011,Balochistan,Nasirabad,5,16,1763,27423,44,147,97941,23.5,334,73.1
2011,Balochistan,Jaffarabad,5,16,1769,27511,44,147,98254,23.6,361,80.5
2011,Balochistan,Bolan,3,10,994,15458,25,83,55206,13.2,197,18.7
2011,Balochistan,Zhob,5,16,1666,25922,42,139,92577,22.2,253,30.4
2011,Balochistan,Loralai,3,10,922,14346,23,77,51234,12.3,209,12.4
2011,Balochistan,Dera Bugti,2,7,728,11329,18,61,40461,9.7,248,39.3
2011,Balochistan,Kohlu,7,23,2321,36105,58,193,128945,30.9,401,127.8
2011,Balochistan,Jhal Magsi,2,7,773,12028,19,64,42957,10.3,301,69.1
2011,AJK,All (Province Level),32,106,10844,168689,271,904,602462,144.5,411,155.3
2011,AJK,Muzaffarabad,3,10,1032,16052,26,86,57327,13.8,477,187.3
2011,AJK,Mirpur,3,10,1131,17593,28,94,62832,15.1,544,272.6
2011,AJK,Rawlakot,3,10,1101,17124,28,92,61158,14.7,453,194.2
2011,AJK,Kotli,4,13,1282,19941,32,107,71217,17.1,260,62.5
2011,AJK,Bagh,5,16,1633,25406,41,136,90734,21.8,426,202.1
2011,AJK,Haveli,3,10,989,15378,25,82,54923,13.2,405,189.3
2011,AJK,Neelum,3,10,945,14697,24,79,52490,12.6,531,279.3
2011,AJK,Hattian,3,10,899,13992,22,75,49972,12.0,290,108.6
2011,Gilgit-Baltistan,All (Province Level),20,66,6820,106088,170,568,378887,90.9,217,49.7
2011,Gilgit-Baltistan,Gilgit,2,7,531,8262,13,44,29508,7.1,202,57.8
2011,Gilgit-Baltistan,Skardu,4,13,1234,19197,31,103,68561,16.4,267,96.3
2011,Gilgit-Baltistan,Ghanche,3,10,932,14497,23,78,51775,12.4,192,17.8
2011,Gilgit-Baltistan,Ghizer,3,10,973,15135,24,81,54052,13.0,179,29.7
2011,Gilgit-Baltistan,Hunza,1,3,363,5642,9,30,20151,4.8,318,127.1
2011,Gilgit-Baltistan,Nagar,4,13,1277,19860,32,106,70928,17.0,155,4.0
2011,Gilgit-Baltistan,Astore,4,13,1214,18882,30,101,67435,16.2,252,95.3
2011,Gilgit-Baltistan,Diamer,3,10,1188,18483,30,99,66012,15.8,189,44.3
2011,FATA,All (Province Level),16,53,5421,84331,136,452,301181,72.3,217,57.2
2011,FATA,Khyber,1,3,427,6648,11,36,23743,5.7,170,14.1
2011,FATA,Kurram,1,3,400,6229,10,33,22247,5.3,290,88.3
2011,FATA,Orakzai,2,7,824,12813,21,69,45761,11.0,156,0.0
2011,FATA,Mohmand,2,7,844,13136,21,70,46915,11.3,184,40.5
2011,FATA,Bajaur,2,7,643,10009,16,54,35747,8.6,274,128.3
2011,FATA,North Waziristan,4,13,1247,19396,31,104,69271,16.6,270,70.9
2011,FATA,South Waziristan,3,10,857,13338,21,71,47635,11.4,315,150.0
2012,Pakistan (National),All,571,1884,97200,1512000,2430,8100,5400000,1472.7,264,80.8
2012,Punjab,All (Province Level),157,518,26783,416631,670,2232,1487969,405.8,196,46.3
2012,Punjab,Lahore,4,13,708,11015,18,59,39341,10.7,220,47.7
2012,Punjab,Multan,6,20,1104,17170,28,92,61320,16.7,190,41.8
2012,Punjab,Faisalabad,3,10,531,8263,13,44,29512,8.1,290,121.4
2012,Punjab,Rawalpindi,8,26,1366,21255,34,114,75911,20.7,270,104.5
2012,Punjab,Gujranwala,6,20,962,14962,24,80,53436,14.6,270,103.0
2012,Punjab,Sargodha,7,23,1214,18883,30,101,67438,18.4,263,93.4
2012,Punjab,Sialkot,5,16,832,12938,21,69,46208,12.6,269,113.5
2012,Punjab,Jhang,8,26,1348,20969,34,112,74890,20.4,158,30.6
2012,Punjab,Muzaffargarh,9,30,1580,24580,40,132,87786,23.9,149,-0.7
2012,Punjab,Rahim Yar Khan,3,10,447,6950,11,37,24822,6.8,245,96.0
2012,Punjab,Bahawalnagar,6,20,1066,16581,27,89,59218,16.1,200,44.9
2012,Punjab,Bahawalpur,4,13,633,9845,16,53,35160,9.6,275,109.9
2012,Punjab,D.G. Khan,11,36,1838,28587,46,153,102096,27.8,177,27.3
2012,Punjab,Rajanpur,5,16,885,13771,22,74,49181,13.4,287,139.2
2012,Punjab,Mianwali,7,23,1260,19595,31,105,69982,19.1,127,-7.3
2012,Punjab,Khushab,5,16,926,14402,23,77,51437,14.0,173,47.9
2012,Punjab,Chakwal,5,16,932,14505,23,78,51803,14.1,278,143.9
2012,Punjab,Jhelum,5,16,905,14071,23,75,50252,13.7,212,86.0
2012,Punjab,Kasur,10,33,1714,26660,43,143,95213,26.0,168,23.5
2012,Punjab,Sheikhupura,11,36,1918,29842,48,160,106578,29.1,206,49.3
2012,Punjab,Gujrat,8,26,1408,21895,35,117,78196,21.3,225,74.4
2012,Punjab,Hafizabad,5,16,870,13537,22,73,48347,13.2,256,92.5
2012,Punjab,Narowal,7,23,1183,18403,30,99,65725,17.9,157,17.2
2012,Punjab,Layyah,6,20,1048,16299,26,87,58212,15.9,288,110.2
2012,Punjab,Bhakkar,9,30,1539,23934,38,128,85480,23.3,244,89.1
2012,Sindh,All (Province Level),158,521,26976,419625,674,2248,1498659,408.7,230,32.9
2012,Sindh,Karachi,16,53,2677,41642,67,223,148723,40.6,230,40.2
2012,Sindh,Hyderabad,8,26,1355,21071,34,113,75254,20.5,148,-11.4
2012,Sindh,Sukkur,6,20,1003,15600,25,84,55716,15.2,202,2.0
2012,Sindh,Larkana,11,36,1878,29219,47,157,104354,28.5,279,51.6
2012,Sindh,Khairpur,5,16,894,13909,22,75,49675,13.6,291,84.2
2012,Sindh,Jacobabad,7,23,1195,18594,30,100,66408,18.1,166,-15.7
2012,Sindh,Shikarpur,10,33,1724,26818,43,144,95777,26.1,164,1.2
2012,Sindh,Kashmore,9,30,1499,23311,37,125,83252,22.7,214,28.1
2012,Sindh,Dadu,5,16,823,12809,21,69,45746,12.5,204,26.7
2012,Sindh,Jamshoro,11,36,1846,28712,46,154,102544,28.0,280,71.8
2012,Sindh,Thatta,7,23,1223,19025,31,102,67948,18.5,282,50.8
2012,Sindh,Badin,9,30,1611,25066,40,134,89522,24.4,281,41.9
2012,Sindh,Sanghar,10,33,1683,26188,42,140,93527,25.5,294,66.1
2012,Sindh,Mirpur Khas,12,40,1995,31034,50,166,110836,30.2,256,42.2
2012,Sindh,Tharparkar,8,26,1317,20493,33,110,73189,20.0,176,1.7
2012,Sindh,Umerkot,7,23,1193,18553,30,99,66259,18.1,318,72.8
2012,Sindh,Matiari,9,30,1460,22709,36,122,81104,22.1,271,42.6
2012,Sindh,Qambar,7,23,1111,17282,28,93,61721,16.8,270,78.8
2012,KPK,All (Province Level),102,337,17302,269144,433,1442,961227,262.2,313,92.0
2012,KPK,Peshawar,8,26,1346,20940,34,112,74785,20.4,319,121.5
2012,KPK,Nowshera,5,16,807,12547,20,67,44809,12.2,219,55.3
2012,KPK,Charsadda,6,20,1077,16751,27,90,59826,16.3,360,101.1
2012,KPK,Mardan,5,16,807,12557,20,67,44846,12.2,284,51.9
2012,KPK,Swat,3,10,564,8770,14,47,31323,8.5,392,119.0
2012,KPK,Malakand,8,26,1382,21500,35,115,76785,20.9,370,155.2
2012,KPK,Dir Upper,4,13,654,10166,16,54,36308,9.9,290,62.0
2012,KPK,Dir Lower,5,16,874,13602,22,73,48578,13.2,449,164.1
2012,KPK,Chitral,8,26,1297,20170,32,108,72035,19.6,322,106.4
2012,KPK,Mansehra,4,13,657,10215,16,55,36483,9.9,223,30.4
2012,KPK,Abbottabad,8,26,1296,20160,32,108,72001,19.6,317,123.2
2012,KPK,Haripur,6,20,1066,16576,27,89,59201,16.1,435,190.0
2012,KPK,Swabi,10,33,1617,25157,40,135,89847,24.5,402,185.1
2012,KPK,Buner,4,13,759,11811,19,63,42181,11.5,401,140.1
2012,KPK,Shangla,3,10,564,8767,14,47,31312,8.5,425,205.8
2012,KPK,Kohistan,4,13,723,11246,18,60,40165,11.0,356,134.2
2012,KPK,Battagram,7,23,1189,18503,30,99,66083,18.0,378,153.7
2012,KPK,Tor Ghar,8,26,1374,21371,34,114,76325,20.8,459,171.6
2012,Balochistan,All (Province Level),70,231,11940,185727,298,995,663310,180.9,299,84.6
2012,Balochistan,Quetta,7,23,1127,17530,28,94,62606,17.1,256,51.5
2012,Balochistan,Khuzdar,4,13,645,10026,16,54,35807,9.8,371,154.1
2012,Balochistan,Turbat,2,7,418,6498,10,35,23207,6.3,384,137.0
2012,Balochistan,Gwadar,3,10,434,6755,11,36,24126,6.6,363,117.4
2012,Balochistan,Lasbela,5,16,872,13563,22,73,48441,13.2,258,69.7
2012,Balochistan,Mastung,5,16,908,14119,23,76,50425,13.8,420,193.7
2012,Balochistan,Kalat,6,20,1065,16562,27,89,59151,16.1,434,153.8
2012,Balochistan,Sibi,2,7,348,5413,9,29,19331,5.3,208,31.6
2012,Balochistan,Nasirabad,4,13,698,10861,17,58,38790,10.6,206,41.1
2012,Balochistan,Jaffarabad,5,16,882,13717,22,73,48988,13.4,362,111.7
2012,Balochistan,Bolan,5,16,880,13694,22,73,48908,13.3,333,87.1
2012,Balochistan,Zhob,7,23,1129,17557,28,94,62702,17.1,445,160.2
2012,Balochistan,Loralai,7,23,1191,18525,30,99,66161,18.0,282,67.9
2012,Balochistan,Dera Bugti,7,23,1188,18485,30,99,66017,18.0,433,196.6
2012,Balochistan,Kohlu,2,7,364,5668,9,30,20244,5.5,425,153.0
2012,Balochistan,Jhal Magsi,2,7,365,5672,9,30,20256,5.5,348,140.0
2012,AJK,All (Province Level),33,109,5666,88140,142,472,314785,85.8,295,139.8
2012,AJK,Muzaffarabad,7,23,1215,18896,30,101,67485,18.4,233,104.4
2012,AJK,Mirpur,5,16,836,13006,21,70,46449,12.7,213,51.1
2012,AJK,Rawlakot,2,7,367,5706,9,31,20380,5.6,394,231.1
2012,AJK,Kotli,4,13,760,11820,19,63,42215,11.5,221,56.7
2012,AJK,Bagh,2,7,304,4736,8,25,16913,4.6,331,138.1
2012,AJK,Haveli,6,20,975,15168,24,81,54172,14.8,223,89.0
2012,AJK,Neelum,6,20,951,14795,24,79,52840,14.4,303,124.4
2012,AJK,Hattian,5,16,930,14461,23,77,51645,14.1,337,163.3
2012,Gilgit-Baltistan,All (Province Level),20,66,3324,51710,83,277,184680,50.4,346,164.1
2012,Gilgit-Baltistan,Gilgit,2,7,333,5186,8,28,18522,5.0,506,249.0
2012,Gilgit-Baltistan,Skardu,1,3,189,2935,5,16,10482,2.9,214,59.7
2012,Gilgit-Baltistan,Ghanche,3,10,434,6744,11,36,24087,6.6,345,146.4
2012,Gilgit-Baltistan,Ghizer,1,3,249,3868,6,21,13816,3.8,403,179.9
2012,Gilgit-Baltistan,Hunza,3,10,471,7323,12,39,26152,7.1,360,202.5
2012,Gilgit-Baltistan,Nagar,2,7,404,6282,10,34,22436,6.1,384,161.2
2012,Gilgit-Baltistan,Astore,3,10,449,6989,11,37,24961,6.8,267,105.4
2012,Gilgit-Baltistan,Diamer,4,13,615,9573,15,51,34190,9.3,404,203.8
2012,FATA,All (Province Level),18,59,3024,47033,76,252,167976,45.8,267,64.8
2012,FATA,Khyber,4,13,694,10795,17,58,38555,10.5,261,60.1
2012,FATA,Kurram,2,7,357,5549,9,30,19817,5.4,187,1.1
2012,FATA,Orakzai,4,13,613,9540,15,51,34070,9.3,322,91.7
2012,FATA,Mohmand,2,7,418,6500,10,35,23214,6.3,254,46.8
2012,FATA,Bajaur,2,7,319,4969,8,27,17748,4.8,217,56.1
2012,FATA,North Waziristan,2,7,255,3968,6,21,14171,3.9,324,82.0
2012,FATA,South Waziristan,2,7,350,5452,9,29,19472,5.3,310,102.6
2013,Pakistan (National),All,234,772,38700,602000,968,3225,2150000,763.6,218,51.4
2013,Punjab,All (Province Level),76,251,12557,195328,314,1046,697600,247.8,226,35.3
2013,Punjab,Lahore,5,16,782,12167,20,65,43453,15.4,176,-3.3
2013,Punjab,Multan,1,3,218,3394,5,18,12120,4.3,245,43.3
2013,Punjab,Faisalabad,1,3,215,3344,5,18,11942,4.2,138,-18.8
2013,Punjab,Rawalpindi,2,7,264,4112,7,22,14684,5.2,229,37.1
2013,Punjab,Gujranwala,4,13,630,9797,16,52,34991,12.4,166,-4.6
2013,Punjab,Sargodha,3,10,422,6559,11,35,23426,8.3,241,65.1
2013,Punjab,Sialkot,5,16,852,13255,21,71,47340,16.8,238,44.2
2013,Punjab,Jhang,2,7,396,6161,10,33,22003,7.8,221,19.5
2013,Punjab,Muzaffargarh,3,10,469,7299,12,39,26068,9.3,162,-9.0
2013,Punjab,Rahim Yar Khan,3,10,544,8461,14,45,30219,10.7,266,72.7
2013,Punjab,Bahawalnagar,4,13,725,11277,18,60,40274,14.3,161,-1.2
2013,Punjab,Bahawalpur,2,7,305,4750,8,25,16966,6.0,301,59.3
2013,Punjab,D.G. Khan,3,10,543,8446,14,45,30164,10.7,236,42.2
2013,Punjab,Rajanpur,2,7,408,6353,10,34,22690,8.1,236,38.0
2013,Punjab,Mianwali,2,7,320,4979,8,27,17783,6.3,184,-3.2
2013,Punjab,Khushab,2,7,292,4547,7,24,16240,5.8,201,18.9
2013,Punjab,Chakwal,4,13,682,10608,17,57,37884,13.5,188,22.1
2013,Punjab,Jhelum,3,10,433,6734,11,36,24049,8.5,221,22.1
2013,Punjab,Kasur,3,10,456,7097,11,38,25347,9.0,309,103.3
2013,Punjab,Sheikhupura,3,10,512,7960,13,43,28427,10.1,161,6.6
2013,Punjab,Gujrat,6,20,932,14505,23,78,51805,18.4,212,12.8
2013,Punjab,Hafizabad,5,16,753,11712,19,63,41828,14.9,190,8.0
2013,Punjab,Narowal,5,16,890,13840,22,74,49429,17.6,296,77.2
2013,Punjab,Layyah,3,10,508,7897,13,42,28202,10.0,245,67.8
2013,Punjab,Bhakkar,5,16,779,12121,19,65,43289,15.4,299,81.2
2013,Sindh,All (Province Level),63,208,10497,163285,262,875,583160,207.1,178,22.8
2013,Sindh,Karachi,4,13,645,10031,16,54,35826,12.7,115,-8.7
2013,Sindh,Hyderabad,3,10,558,8674,14,46,30979,11.0,241,85.4
2013,Sindh,Sukkur,3,10,437,6800,11,36,24287,8.6,172,3.6
2013,Sindh,Larkana,3,10,481,7483,12,40,26725,9.5,241,65.1
2013,Sindh,Khairpur,2,7,363,5641,9,30,20146,7.2,202,53.0
2013,Sindh,Jacobabad,5,16,891,13859,22,74,49498,17.6,154,19.4
2013,Sindh,Shikarpur,6,20,944,14691,24,79,52467,18.6,218,67.7
2013,Sindh,Kashmore,2,7,375,5827,9,31,20811,7.4,171,4.9
2013,Sindh,Dadu,2,7,399,6209,10,33,22175,7.9,171,36.8
2013,Sindh,Jamshoro,3,10,577,8980,14,48,32073,11.4,235,80.8
2013,Sindh,Thatta,5,16,851,13243,21,71,47297,16.8,137,-1.4
2013,Sindh,Badin,6,20,1012,15749,25,84,56248,20.0,169,14.2
2013,Sindh,Sanghar,4,13,618,9612,15,51,34329,12.2,210,38.2
2013,Sindh,Mirpur Khas,2,7,356,5539,9,30,19782,7.0,225,44.2
2013,Sindh,Tharparkar,3,10,535,8320,13,45,29713,10.6,181,38.2
2013,Sindh,Umerkot,4,13,656,10207,16,55,36454,12.9,213,33.1
2013,Sindh,Matiari,3,10,492,7653,12,41,27332,9.7,242,66.9
2013,Sindh,Qambar,4,13,604,9396,15,50,33557,11.9,256,103.2
2013,KPK,All (Province Level),43,142,7173,111575,179,598,398481,141.5,208,26.8
2013,KPK,Peshawar,3,10,567,8826,14,47,31523,11.2,164,-1.8
2013,KPK,Nowshera,2,7,298,4637,7,25,16562,5.9,198,6.5
2013,KPK,Charsadda,2,7,254,3952,6,21,14115,5.0,260,67.7
2013,KPK,Mardan,3,10,473,7362,12,39,26293,9.3,208,31.6
2013,KPK,Swat,2,7,348,5419,9,29,19355,6.9,250,63.4
2013,KPK,Malakand,3,10,467,7269,12,39,25960,9.2,130,-23.5
2013,KPK,Dir Upper,1,3,189,2941,5,16,10504,3.7,303,89.4
2013,KPK,Dir Lower,3,10,496,7717,12,41,27562,9.8,220,45.7
2013,KPK,Chitral,2,7,334,5191,8,28,18541,6.6,171,0.0
2013,KPK,Mansehra,1,3,197,3070,5,16,10964,3.9,308,82.2
2013,KPK,Abbottabad,1,3,223,3470,6,19,12394,4.4,297,58.8
2013,KPK,Haripur,2,7,346,5376,9,29,19199,6.8,212,40.4
2013,KPK,Swabi,2,7,273,4241,7,23,15146,5.4,219,21.7
2013,KPK,Buner,3,10,465,7227,12,39,25811,9.2,132,-25.0
2013,KPK,Shangla,3,10,446,6945,11,37,24803,8.8,130,-14.5
2013,KPK,Kohistan,3,10,430,6685,11,36,23874,8.5,231,60.4
2013,KPK,Battagram,3,10,515,8009,13,43,28602,10.2,218,39.7
2013,KPK,Tor Ghar,3,10,453,7045,11,38,25160,8.9,288,102.8
2013,Balochistan,All (Province Level),28,92,4661,72502,117,388,258936,92.0,296,150.8
2013,Balochistan,Quetta,1,3,194,3025,5,16,10804,3.8,280,110.5
2013,Balochistan,Khuzdar,1,3,207,3215,5,17,11481,4.1,247,112.9
2013,Balochistan,Turbat,1,3,236,3671,6,20,13111,4.7,370,176.1
2013,Balochistan,Gwadar,2,7,319,4965,8,27,17733,6.3,208,98.1
2013,Balochistan,Lasbela,2,7,256,3987,6,21,14239,5.1,336,182.4
2013,Balochistan,Mastung,2,7,369,5741,9,31,20503,7.3,443,281.9
2013,Balochistan,Kalat,2,7,307,4768,8,26,17030,6.0,189,67.3
2013,Balochistan,Sibi,2,7,266,4131,7,22,14753,5.2,192,61.3
2013,Balochistan,Nasirabad,2,7,403,6267,10,34,22382,8.0,350,159.3
2013,Balochistan,Jaffarabad,1,3,183,2843,5,15,10155,3.6,211,74.4
2013,Balochistan,Bolan,1,3,201,3132,5,17,11186,4.0,431,278.1
2013,Balochistan,Zhob,1,3,220,3427,6,18,12238,4.3,236,76.1
2013,Balochistan,Loralai,1,3,246,3821,6,20,13647,4.8,231,124.3
2013,Balochistan,Dera Bugti,3,10,443,6891,11,37,24609,8.7,421,221.4
2013,Balochistan,Kohlu,3,10,462,7191,12,39,25683,9.1,313,187.2
2013,Balochistan,Jhal Magsi,1,3,160,2482,4,13,8865,3.1,234,82.8
2013,AJK,All (Province Level),12,40,1991,30971,50,166,110610,39.3,280,105.9
2013,AJK,Muzaffarabad,2,7,250,3895,6,21,13911,4.9,187,48.4
2013,AJK,Mirpur,1,3,224,3485,6,19,12445,4.4,371,139.4
2013,AJK,Rawlakot,2,7,264,4107,7,22,14668,5.2,204,52.2
2013,AJK,Kotli,1,3,146,2277,4,12,8132,2.9,348,165.6
2013,AJK,Bagh,1,3,165,2562,4,14,9150,3.2,214,54.0
2013,AJK,Haveli,1,3,246,3825,6,20,13659,4.8,274,97.1
2013,AJK,Neelum,1,3,162,2515,4,13,8981,3.2,400,215.0
2013,AJK,Hattian,2,7,410,6385,10,34,22802,8.1,190,32.9
2013,Gilgit-Baltistan,All (Province Level),8,26,1405,21848,35,117,78029,27.7,273,93.6
2013,Gilgit-Baltistan,Gilgit,1,3,189,2945,5,16,10518,3.7,193,47.3
2013,Gilgit-Baltistan,Skardu,1,3,177,2754,4,15,9834,3.5,362,154.9
2013,Gilgit-Baltistan,Ghanche,1,3,223,3472,6,19,12401,4.4,377,148.0
2013,Gilgit-Baltistan,Ghizer,1,3,177,2750,4,15,9823,3.5,255,80.9
2013,Gilgit-Baltistan,Hunza,1,3,177,2756,4,15,9843,3.5,365,187.4
2013,Gilgit-Baltistan,Nagar,1,3,199,3103,5,17,11082,3.9,198,33.8
2013,Gilgit-Baltistan,Astore,1,3,260,4043,6,22,14441,5.1,185,33.1
2013,Gilgit-Baltistan,Diamer,1,3,211,3278,5,18,11707,4.2,265,67.7
2013,FATA,All (Province Level),6,20,1018,15832,25,85,56543,20.1,285,112.7
2013,FATA,Khyber,1,3,97,1516,2,8,5415,1.9,206,63.5
2013,FATA,Kurram,1,3,224,3485,6,19,12445,4.4,365,187.4
2013,FATA,Orakzai,1,3,146,2266,4,12,8092,2.9,234,101.7
2013,FATA,Mohmand,1,3,113,1760,3,9,6286,2.2,306,118.6
2013,FATA,Bajaur,1,3,123,1917,3,10,6845,2.4,267,108.6
2013,FATA,North Waziristan,1,3,115,1796,3,10,6414,2.3,377,177.2
2013,FATA,South Waziristan,1,3,167,2596,4,14,9270,3.3,318,120.8
2014,Pakistan (National),All,367,1211,45000,700000,1125,3750,2500000,1127.3,246,66.2
2014,Punjab,All (Province Level),115,380,14154,220172,354,1179,786330,354.6,328,164.5
2014,Punjab,Lahore,6,20,729,11343,18,61,40509,18.3,223,82.8
2014,Punjab,Multan,3,10,390,6065,10,32,21660,9.8,323,152.3
2014,Punjab,Faisalabad,8,26,980,15245,25,82,54445,24.6,332,191.2
2014,Punjab,Rawalpindi,6,20,762,11856,19,64,42344,19.1,198,73.7
2014,Punjab,Gujranwala,6,20,737,11471,18,61,40969,18.5,338,138.0
2014,Punjab,Sargodha,4,13,448,6976,11,37,24914,11.2,361,208.5
2014,Punjab,Sialkot,6,20,790,12284,20,66,43873,19.8,492,324.1
2014,Punjab,Jhang,4,13,523,8130,13,44,29036,13.1,464,226.8
2014,Punjab,Muzaffargarh,3,10,424,6595,11,35,23555,10.6,385,243.8
2014,Punjab,Rahim Yar Khan,6,20,698,10862,17,58,38792,17.5,213,79.0
2014,Punjab,Bahawalnagar,7,23,852,13260,21,71,47357,21.4,474,251.1
2014,Punjab,Bahawalpur,3,10,427,6645,11,36,23733,10.7,290,135.8
2014,Punjab,D.G. Khan,3,10,344,5352,9,29,19113,8.6,214,94.5
2014,Punjab,Rajanpur,7,23,842,13091,21,70,46753,21.1,323,173.7
2014,Punjab,Mianwali,3,10,342,5317,9,28,18990,8.6,338,207.3
2014,Punjab,Khushab,6,20,678,10541,17,56,37646,17.0,350,146.5
2014,Punjab,Chakwal,3,10,327,5085,8,27,18161,8.2,396,230.0
2014,Punjab,Jhelum,8,26,998,15522,25,83,55435,25.0,243,104.2
2014,Punjab,Kasur,5,16,641,9970,16,53,35606,16.1,233,113.8
2014,Punjab,Sheikhupura,5,16,569,8853,14,47,31617,14.3,218,91.2
2014,Punjab,Gujrat,2,7,264,4099,7,22,14641,6.6,382,229.3
2014,Punjab,Hafizabad,8,26,1017,15817,25,85,56490,25.5,220,76.0
2014,Punjab,Narowal,6,20,778,12104,19,65,43227,19.5,345,219.4
2014,Punjab,Layyah,4,13,432,6715,11,36,23981,10.8,253,88.8
2014,Punjab,Bhakkar,4,13,456,7087,11,38,25309,11.4,475,239.3
2014,Sindh,All (Province Level),92,304,11284,175524,282,940,626872,282.7,252,46.5
2014,Sindh,Karachi,8,26,1036,16121,26,86,57574,26.0,152,-6.7
2014,Sindh,Hyderabad,3,10,366,5695,9,31,20340,9.2,211,41.6
2014,Sindh,Sukkur,5,16,585,9103,15,49,32512,14.7,373,137.6
2014,Sindh,Larkana,6,20,687,10689,17,57,38174,17.2,291,74.3
2014,Sindh,Khairpur,6,20,715,11115,18,60,39695,17.9,160,-4.2
2014,Sindh,Jacobabad,3,10,389,6050,10,32,21608,9.7,248,62.1
2014,Sindh,Shikarpur,6,20,793,12333,20,66,44046,19.9,222,18.1
2014,Sindh,Kashmore,6,20,774,12041,19,65,43003,19.4,182,15.2
2014,Sindh,Dadu,5,16,591,9192,15,49,32830,14.8,153,-18.6
