Year,Province,District,Rainfall_Actual_mm,Rainfall_Anomaly_pct,Rainfall_Normal_mm,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Flooded_Area_sqkm,Area_Affected_Acres,Persons_Affected,Villages_Affected,Total_Houses_Damaged,Houses_Fully_Damaged,Houses_Partially_Damaged,Schools_Total,Roads_Damaged_km,Bridges_Damaged,Est_Damages_USD_Mn,Damage_Level,Damage_Label,Rainfall_Actual_mm_normalized,Rainfall_Anomaly_pct_normalized,Rainfall_Normal_mm_normalized,Max_Temp_C_normalized,Min_Temp_C_normalized,Mean_Temp_C_normalized,Flooded_Area_sqkm_normalized,Area_Affected_Acres_normalized,Persons_Affected_normalized,Total_Houses_Damaged_normalized,Roads_Damaged_km_normalized,Est_Damages_USD_Mn_normalized
2016,KPK,Nowshera,206,28.7,160,39.6,25.0,33.2,9,3130,6019,8,108,36,72,1,3,0,1.9,0,Low,0.18840579710144928,0.13004860063683593,0.5603448275862069,0.6612903225806451,0.6170212765957445,0.8367346938775515,0.00012121946784653615,0.0001294357609036516,0.0001294310983503005,0.00012963639516540425,0.00013468920466024647,0.00012375046406424024
2016,KPK,Charsadda,270,80.0,150,37.8,23.0,33.1,7,2266,4357,6,78,26,52,1,2,0,1.4,0,Low,0.2811594202898551,0.216021451315569,0.47413793103448276,0.37096774193548326,0.19148936170212738,0.8163265306122451,8.081297856435743e-05,7.908344328962414e-05,7.906479409879044e-05,7.912870873732468e-05,6.734460233012324e-05,8.937533515750683e-05
2016,KPK,Mardan,232,48.7,156,40.2,25.1,31.1,15,5036,9685,13,174,58,116,2,4,0,3.0,0,Low,0.22608695652173913,0.16356628121334005,0.5258620689655172,0.7580645161290324,0.6382978723404257,0.40816326530612257,0.0002424389356930723,0.00024051390601052236,0.00024052789220471436,0.00024075330530717932,0.00020203380699036972,0.0001993757476590537
2016,KPK,Swat,193,35.0,143,36.6,26.1,29.9,15,5065,9741,13,175,58,117,2,4,0,3.0,0,Low,0.16956521739130434,0.14060667001843474,0.41379310344827586,0.17741935483870983,0.8510638297872342,0.16326530612244844,0.0002424389356930723,0.00024220397222673393,0.00024222495179441626,0.00024243689485478197,0.00020203380699036972,0.0001993757476590537
2016,KPK,Malakand,199,27.6,156,36.5,24.8,32.6,13,4603,8851,12,159,53,106,2,4,0,2.8,0,Low,0.1782608695652174,0.12820512820512822,0.5258620689655172,0.16129032258064507,0.5744680851063829,0.7142857142857145,0.0002020324464108936,0.000215279469058122,0.00021525382617236817,0.00021549946209313954,0.00020203380699036972,0.00018562569609636035
2016,KPK,Dir Upper,290,87.1,155,40.6,24.4,31.7,13,4506,8666,12,156,52,104,2,4,0,2.7,0,Low,0.3101449275362319,0.22792022792022795,0.5172413793103449,0.8225806451612901,0.48936170212765906,0.5306122448979589,0.0002020324464108936,0.00020962648895562125,0.0002096474685992458,0.0002104486934503316,0.00020203380699036972,0.00017875067031501368
2016,KPK,Dir Lower,207,50.0,138,38.1,24.0,30.7,21,7440,14308,19,258,86,172,3,6,0,4.5,0,Low,0.18985507246376812,0.16574493045081284,0.3706896551724138,0.41935483870967744,0.4042553191489359,0.3265306122448976,0.00036365840353960846,0.0003806145675199228,0.0003806262222617125,0.00038217482730580214,0.0003367230116506162,0.000302501134379254
2016,KPK,Chitral,137,-12.2,156,37.0,23.8,29.8,11,3954,7604,10,137,46,91,2,3,0,2.4,0,Low,0.08840579710144927,0.06150494385788505,0.5258620689655172,0.24193548387096764,0.3617021276595744,0.14285714285714277,0.00016162595712871487,0.00017745695270221482,0.00017746394566597044,0.0001784604920458812,0.00013468920466024647,0.00015812559297097363
2016,KPK,Mansehra,288,111.8,136,38.5,24.3,33.0,11,3780,7270,10,131,44,87,2,3,0,2.3,0,Low,0.3072463768115942,0.2693145634322105,0.35344827586206895,0.4838709677419353,0.4680851063829786,0.7959183673469388,0.00016162595712871487,0.0001673165554049454,0.0001673421973988198,0.00016835895476026528,0.00013468920466024647,0.00015125056718962693
2016,KPK,Abbottabad,248,52.1,163,36.2,24.1,33.2,16,5381,10349,14,186,62,124,2,5,0,3.2,0,Low,0.2492753623188406,0.16926428691134576,0.5862068965517241,0.11290322580645203,0.4255319148936171,0.8367346938775515,0.00026264218033416166,0.0002606198661689014,0.0002606501701968941,0.0002609563798784112,0.00026937840932049294,0.0002131257992217471
2016,KPK,Haripur,222,57.4,141,38.8,25.1,31.2,16,5379,10345,14,186,62,124,2,5,0,3.2,0,Low,0.21159420289855072,0.17814647226411934,0.39655172413793105,0.5322580645161283,0.6382978723404257,0.42857142857142827,0.00026264218033416166,0.0002605033098781282,0.0002605289516547725,0.0002609563798784112,0.00026937840932049294,0.0002131257992217471
2016,KPK,Swabi,152,4.1,146,38.2,25.2,30.5,18,6247,12013,16,216,72,144,3,5,0,3.7,0,Low,0.11014492753623188,0.08882185352773589,0.4396551724137931,0.4354838709677422,0.659574468085106,0.28571428571428553,0.0003030486696163404,0.00031108874007370203,0.0003110770837194649,0.00031146406630649075,0.00026937840932049294,0.0002475009281284805
2016,KPK,Buner,201,21.1,166,41.1,22.9,30.5,17,5913,11372,15,205,68,136,3,5,0,3.5,0,Low,0.18115942028985507,0.11731188201776438,0.6120689655172413,0.9032258064516128,0.17021276595744622,0.28571428571428553,0.000282845424975251,0.00029162383951457566,0.0002916518123444842,0.0002929445812828616,0.00026937840932049294,0.00023375087656578712
2016,KPK,Shangla,142,12.7,126,37.0,26.4,30.3,23,7819,15037,20,271,90,180,3,7,0,4.7,0,Low,0.09565217391304348,0.10323445617563265,0.2672413793103448,0.24193548387096764,0.9148936170212761,0.2448979591836734,0.0004040648928217872,0.00040270198462144643,0.00040271830156336764,0.00040406149142463665,0.00040406761398073944,0.0003162511859419473
2016,KPK,Kohistan,127,-17.0,153,37.5,25.9,30.7,15,5126,9857,13,177,59,118,2,4,0,3.1,0,Low,0.07391304347826087,0.053460700519524056,0.5,0.32258064516129015,0.8085106382978718,0.3265306122448976,0.0002424389356930723,0.00024575893909531686,0.00024574028951594165,0.00024580407394998727,0.00020203380699036972,0.0002062507734404004
2016,KPK,Battagram,165,29.9,127,38.2,23.6,32.8,16,5543,10659,14,192,64,128,2,5,0,3.3,0,Low,0.1289855072463768,0.1320596614714262,0.27586206896551724,0.4354838709677422,0.31914893617021284,0.7551020408163259,0.00026264218033416166,0.0002700609257215315,0.0002700446072113153,0.0002710579171640271,0.00026937840932049294,0.00022000082500309376
2016,KPK,Tor Ghar,236,54.2,153,40.3,24.1,30.7,15,5357,10302,14,185,62,124,2,5,0,3.2,0,Low,0.2318840579710145,0.17278364337187868,0.5,0.774193548387096,0.4255319148936171,0.3265306122448976,0.0002424389356930723,0.0002592211906796228,0.0002592258523269657,0.0002592727903308085,0.00026937840932049294,0.0002131257992217471
2016,Balochistan,All (Province Level),185,37.0,135,38.5,23.6,32.0,117,40601,78079,105,1405,468,937,17,35,1,24.3,1,Medium,0.15797101449275364,0.14395843807608516,0.3448275862068966,0.4838709677419353,0.31914893617021284,0.5918367346938774,0.002303169889084187,0.0023131761466851594,0.002313183134670285,0.002313252038406045,0.00228971647922419,0.0016637562390858967
2016,Balochistan,Quetta,180,45.2,124,39.1,23.9,31.3,4,1482,2850,4,51,17,34,1,1,0,0.9,0,Low,0.15072463768115943,0.15770068711245183,0.25,0.5806451612903225,0.38297872340425476,0.4489795918367347,2.0203244641089358e-05,3.339337730652515e-05,3.339570835449102e-05,3.367179095205305e-05,0.0,5.500020625077345e-05
2016,Balochistan,Khuzdar,137,-8.7,150,38.3,24.1,29.7,6,2164,4161,6,75,25,50,1,2,0,1.3,0,Low,0.08840579710144927,0.06737053795877326,0.47413793103448276,0.4516129032258058,0.4255319148936171,0.12244897959183633,6.0609733923268075e-05,7.313907246019035e-05,7.312508553483379e-05,7.407794009451672e-05,6.734460233012324e-05,8.250030937616016e-05
2016,Balochistan,Turbat,204,42.7,143,37.0,23.4,32.8,8,2615,5028,7,91,30,60,1,2,0,1.6,0,Low,0.1855072463768116,0.15351097704038882,0.41379310344827586,0.24193548387096764,0.2765957446808505,0.7551020408163259,0.0001010162232054468,9.942251602954959e-05,9.93992045396829e-05,0.00010101537285615916,6.734460233012324e-05,0.0001031253867202002
2016,Balochistan,Gwadar,194,57.7,123,36.5,23.7,30.1,8,2870,5519,7,99,33,66,1,2,0,1.7,0,Low,0.17101449275362318,0.1786492374727669,0.2413793103448276,0.16129032258064507,0.3404255319148932,0.20408163265306128,0.0001010162232054468,0.00011428344310313408,0.00011427878058510493,0.00011448408923698038,6.734460233012324e-05,0.00011000041250154688
2016,Balochistan,Lasbela,135,17.4,115,40.2,23.1,32.0,9,3132,6024,8,108,36,72,1,3,0,1.9,0,Low,0.08550724637681159,0.11111111111111112,0.1724137931034483,0.7580645161290324,0.21276595744680854,0.5918367346938774,0.00012121946784653615,0.00012955231719442481,0.00012958262152795244,0.00012963639516540425,0.00013468920466024647,0.00012375046406424024
2016,Balochistan,Mastung,164,39.0,118,37.3,23.2,31.3,6,2233,4294,6,77,26,52,1,2,0,1.3,0,Low,0.12753623188405797,0.14731020613373558,0.19827586206896552,0.2903225806451607,0.23404255319148895,0.4489795918367347,6.0609733923268075e-05,7.716026449186615e-05,7.71556020603758e-05,7.744511918972202e-05,6.734460233012324e-05,8.250030937616016e-05
2016,Balochistan,Kalat,113,-16.9,136,39.2,26.3,31.9,7,2523,4851,7,87,29,58,1,2,0,1.5,0,Low,0.0536231884057971,0.05362828892240658,0.35344827586206895,0.5967741935483872,0.8936170212765957,0.5714285714285711,8.081297856435743e-05,9.406092665398185e-05,9.403528405080366e-05,9.428101466574854e-05,6.734460233012324e-05,9.625036093885352e-05
2016,Balochistan,Sibi,265,79.1,148,37.8,23.4,30.6,7,2573,4948,7,89,30,59,1,2,0,1.5,0,Low,0.27391304347826084,0.2145131556896263,0.45689655172413796,0.37096774193548326,0.2765957446808505,0.3061224489795919,8.081297856435743e-05,9.697483392331214e-05,9.69748336972516e-05,9.764819376095385e-05,6.734460233012324e-05,9.625036093885352e-05
2016,Balochistan,Nasirabad,195,66.7,117,39.8,25.7,30.7,8,2922,5619,8,101,34,67,1,3,0,1.8,0,Low,0.17246376811594202,0.19373219373219375,0.1896551724137931,0.6935483870967735,0.7659574468085103,0.3265306122448976,0.0001010162232054468,0.00011731390666323758,0.00011730924413814404,0.00011785126833218569,0.00013468920466024647,0.00011687543828289356
2016,Balochistan,Jaffarabad,259,73.8,149,38.8,25.2,33.1,8,2824,5431,7,98,33,65,1,2,0,1.7,0,Low,0.26521739130434785,0.20563097033685268,0.46551724137931033,0.5322580645161283,0.659574468085106,0.8163265306122451,0.0001010162232054468,0.0001116026484153502,0.00011161197265843051,0.00011280049968937773,6.734460233012324e-05,0.00011000041250154688
2016,Balochistan,Bolan,236,90.3,124,38.1,25.9,32.4,6,2244,4315,6,78,26,52,1,2,0,1.3,0,Low,0.2318840579710145,0.23328305681246858,0.25,0.41935483870967744,0.8085106382978718,0.6734693877551017,6.0609733923268075e-05,7.780132409111882e-05,7.779199940651402e-05,7.912870873732468e-05,6.734460233012324e-05,8.250030937616016e-05
2016,Balochistan,Zhob,170,34.9,126,37.0,25.4,30.6,5,1901,3656,5,66,22,44,1,2,0,1.1,0,Low,0.13623188405797101,0.1404390816155522,0.2672413793103448,0.24193548387096764,0.7021276595744675,0.3061224489795919,4.0406489282178716e-05,5.7811920223513004e-05,5.782124459198627e-05,5.8925634166092844e-05,6.734460233012324e-05,6.87502578134668e-05
2016,Balochistan,Loralai,275,109.9,131,36.6,22.8,31.9,7,2255,4337,6,78,26,52,1,2,0,1.4,0,Low,0.28840579710144926,0.26613038377744264,0.3103448275862069,0.17741935483870983,0.14893617021276584,0.5714285714285711,8.081297856435743e-05,7.844238369037147e-05,7.845870138818263e-05,7.912870873732468e-05,6.734460233012324e-05,8.937533515750683e-05
2016,Balochistan,Dera Bugti,183,56.4,117,38.7,24.5,30.1,8,2654,5103,7,92,31,61,1,2,0,1.6,0,Low,0.15507246376811595,0.17647058823529413,0.1896551724137931,0.5161290322580647,0.5106382978723402,0.20408163265306128,0.0001010162232054468,0.00010169536369962721,0.00010167205220446223,0.00010269896240376181,6.734460233012324e-05,0.0001031253867202002
2016,Balochistan,Kohlu,128,-7.9,139,37.1,23.4,30.2,3,1186,2281,3,41,14,27,1,1,0,0.7,0,Low,0.07536231884057971,0.06871124518183343,0.3793103448275862,0.25806451612903236,0.2765957446808505,0.22448979591836699,0.0,1.6143046272089822e-05,1.615237073769847e-05,1.6835895476026525e-05,0.0,4.125015468808008e-05
2016,Balochistan,Jhal Magsi,149,16.4,128,37.2,24.4,29.6,13,4487,8628,12,155,52,104,2,4,0,2.7,0,Low,0.10579710144927536,0.10943522708228591,0.28448275862068967,0.2741935483870971,0.48936170212765906,0.10204081632653064,0.0002020324464108936,0.00020851920419327573,0.00020849589244909095,0.00020876510390272892,0.00020203380699036972,0.00017875067031501368
2016,AJK,All (Province Level),183,14.4,160,37.7,25.0,32.1,66,22963,44159,60,795,265,530,10,20,0,13.8,0,Low,0.15507246376811595,0.1060834590246355,0.5603448275862069,0.35483870967741965,0.6170212765957445,0.6122448979591838,0.0012728044123886295,0.0012852662183562055,0.001285249897479418,0.0012862624143684265,0.0012795474442723416,0.0009418785320444953
2016,AJK,Muzaffarabad,138,-6.8,148,37.5,24.7,31.2,5,1691,3251,4,59,20,39,1,1,0,1.0,0,Low,0.08985507246376812,0.07055471761354115,0.45689655172413796,0.32258064516129015,0.5531914893617017,0.42857142857142827,4.0406489282178716e-05,4.557350969232578e-05,4.554786720217786e-05,4.714050733287427e-05,0.0,6.187523203212012e-05
2016,AJK,Mirpur,270,83.7,147,40.0,23.8,30.1,9,3224,6200,8,112,37,74,1,3,0,1.9,0,Low,0.2811594202898551,0.22222222222222224,0.4482758620689655,0.7258064516129029,0.3617021276595744,0.20408163265306128,0.00012121946784653615,0.00013491390656999254,0.00013491623738130128,0.00013637075335581488,0.00013468920466024647,0.00012375046406424024
2016,AJK,Rawlakot,218,33.7,163,38.5,24.4,32.5,10,3451,6636,9,119,40,80,1,3,0,2.1,0,Low,0.20579710144927535,0.13842802078096197,0.5862068965517241,0.4838709677419353,0.48936170212765906,0.693877551020408,0.0001414227124876255,0.00014814304557275208,0.00014812905847255182,0.00014815588018903344,0.00013468920466024647,0.0001375005156269336
2016,AJK,Kotli,257,84.9,139,36.9,25.3,31.3,5,1857,3572,5,64,21,43,1,2,0,1.1,0,Low,0.26231884057971017,0.2242332830568125,0.3793103448275862,0.2258064516129029,0.6808510638297872,0.4489795918367347,4.0406489282178716e-05,5.524768182650235e-05,5.527565520743341e-05,5.555845507088754e-05,6.734460233012324e-05,6.87502578134668e-05
2016,AJK,Bagh,193,35.9,142,38.5,25.5,30.6,6,2029,3901,5,70,23,47,1,2,0,1.2,0,Low,0.16956521739130434,0.14211496564437742,0.4051724137931034,0.4838709677419353,0.7234042553191488,0.3061224489795919,6.0609733923268075e-05,6.527152283299855e-05,6.524588029693209e-05,6.565999235650345e-05,6.734460233012324e-05,7.562528359481347e-05
2016,AJK,Haveli,223,26.7,176,38.2,25.5,29.7,11,3646,7012,9,126,42,84,2,3,0,2.2,0,Low,0.21304347826086956,0.12669683257918551,0.6982758620689655,0.4354838709677422,0.7234042553191488,0.12244897959183633,0.00016162595712871487,0.0001595072839231402,0.00015952360143197888,0.000159941007022252,0.00013468920466024647,0.0001443755414082803
2016,AJK,Neelum,176,-0.6,177,37.9,25.1,32.4,4,1470,2826,4,51,17,34,1,1,0,0.9,0,Low,0.14492753623188406,0.08094519859225742,0.7068965517241379,0.387096774193548,0.6382978723404257,0.6734693877551017,2.0203244641089358e-05,3.269403956188588e-05,3.2668397101761636e-05,3.367179095205305e-05,0.0,5.500020625077345e-05
2016,AJK,Hattian,205,34.9,152,36.6,26.4,30.1,8,2851,5482,7,99,33,66,1,2,0,1.7,0,Low,0.18695652173913044,0.1404390816155522,0.49137931034482757,0.17741935483870983,0.9148936170212761,0.20408163265306128,0.0001010162232054468,0.00011317615834078856,0.00011315750907048046,0.00011448408923698038,6.734460233012324e-05,0.00011000041250154688
2016,Gilgit-Baltistan,All (Province Level),226,78.0,127,39.1,24.1,31.3,37,12692,24408,33,439,146,293,5,11,0,7.6,0,Low,0.21739130434782608,0.21266968325791857,0.27586206896551724,0.5806451612903225,0.4255319148936171,0.4489795918367347,0.0006869103177970382,0.0006866913870903768,0.0006867030411186629,0.0006869045354218823,0.0006734460233012324,0.000515626933601001
2016,Gilgit-Baltistan,Gilgit,219,62.2,135,38.7,26.2,29.7,3,1095,2106,3,38,13,25,0,1,0,0.7,0,Low,0.2072463768115942,0.18619071560248032,0.3448275862068966,0.5161290322580647,0.8723404255319146,0.12244897959183633,0.0,1.0839735041908688e-05,1.0849059519880023e-05,1.1785126833218568e-05,0.0,4.125015468808008e-05
2016,Gilgit-Baltistan,Skardu,323,193.6,110,39.0,25.9,30.5,5,1672,3215,4,58,19,39,1,1,0,1.0,0,Low,0.35797101449275365,0.4064018769901123,0.12931034482758622,0.5645161290322578,0.8085106382978718,0.28571428571428553,4.0406489282178716e-05,4.4466224929980265e-05,4.445690032308378e-05,4.545691778527162e-05,0.0,6.187523203212012e-05
2016,Gilgit-Baltistan,Ghanche,285,97.9,144,39.4,24.2,29.7,4,1553,2987,4,54,18,36,1,1,0,0.9,0,Low,0.30289855072463767,0.2460197754315402,0.4224137931034483,0.6290322580645156,0.44680851063829746,0.12244897959183633,2.0203244641089358e-05,3.7531125628974167e-05,3.7547443422154604e-05,3.872255959486101e-05,0.0,5.500020625077345e-05
2016,Gilgit-Baltistan,Ghizer,141,5.2,134,38.6,22.9,30.4,6,2213,4256,6,77,26,51,1,2,0,1.3,0,Low,0.09420289855072464,0.09066532595944361,0.33620689655172414,0.5,0.17021276595744622,0.2653061224489791,6.0609733923268075e-05,7.599470158413403e-05,7.600402591022094e-05,7.744511918972202e-05,6.734460233012324e-05,8.250030937616016e-05
2016,Gilgit-Baltistan,Hunza,262,106.3,127,40.2,25.9,32.0,3,935,1799,2,32,11,22,0,1,0,0.6,0,Low,0.26956521739130435,0.26009720127367186,0.27586206896551724,0.7580645161290324,0.8085106382978718,0.5918367346938774,0.0,1.5152317800517522e-06,1.5455364120499474e-06,1.6835895476026527e-06,0.0,3.43751289067334e-05
2016,Gilgit-Baltistan,Nagar,221,71.3,129,39.4,23.8,33.2,3,909,1748,2,31,10,21,0,1,0,0.5,0,Low,0.21014492753623187,0.20144126026478967,0.29310344827586204,0.6290322580645156,0.3617021276595744,0.8367346938775515,0.0,0.0,0.0,0.0,0.0,2.7500103125386724e-05
2016,Gilgit-Baltistan,Astore,136,-4.9,143,36.7,22.8,30.9,3,1109,2133,3,38,13,26,0,1,0,0.7,0,Low,0.08695652173913043,0.07373889726830904,0.41379310344827586,0.19354838709677458,0.14893617021276584,0.3673469387755097,0.0,1.165562907732117e-05,1.1667284679200583e-05,1.1785126833218568e-05,0.0,4.125015468808008e-05
2016,Gilgit-Baltistan,Diamer,255,104.0,125,36.3,23.7,32.8,3,1148,2208,3,40,13,26,0,1,0,0.7,0,Low,0.2594202898550725,0.25624266800737394,0.25862068965517243,0.1290322580645156,0.3404255319148932,0.7551020408163259,0.0,1.39284767473988e-05,1.3940132343979917e-05,1.5152305928423873e-05,0.0,4.125015468808008e-05
2016,FATA,All (Province Level),208,39.6,149,38.1,23.6,31.1,33,11541,22195,30,400,133,266,5,10,0,6.9,0,Low,0.19130434782608696,0.1483157365510307,0.46551724137931033,0.41935483870967744,0.31914893617021284,0.40816326530612257,0.0006060973392326808,0.0006196132417503934,0.0006196388826899073,0.0006212445430653789,0.0006061014209711092,0.0004675017531315743
2016,FATA,Khyber,217,70.9,127,36.9,23.7,31.9,8,2829,5440,7,98,33,65,1,2,0,1.7,0,Low,0.20434782608695654,0.20077090665325964,0.27586206896551724,0.2258064516129029,0.3404255319148932,0.5714285714285711,0.0001010162232054468,0.00011189403914228324,0.00011188471437820403,0.00011280049968937773,6.734460233012324e-05,0.00011000041250154688
2016,FATA,Kurram,193,15.6,167,40.1,25.5,32.0,3,1201,2309,3,42,14,28,1,1,0,0.7,0,Low,0.16956521739130434,0.10809451985922576,0.6206896551724138,0.7419354838709676,0.7234042553191488,0.5918367346938774,0.0,1.701721845288891e-05,1.7000900532549423e-05,1.851948502362918e-05,0.0,4.125015468808008e-05
2016,FATA,Orakzai,242,60.3,151,41.1,25.4,32.7,6,2012,3869,5,70,23,46,1,2,0,1.2,0,Low,0.24057971014492754,0.1830065359477124,0.4827586206896552,0.9032258064516128,0.7021276595744675,0.7346938775510209,6.0609733923268075e-05,6.428079436142626e-05,6.427613195995958e-05,6.565999235650345e-05,6.734460233012324e-05,7.562528359481347e-05
2016,FATA,Mohmand,140,-5.4,148,38.7,25.8,31.3,5,1877,3609,5,65,22,43,1,2,0,1.1,0,Low,0.0927536231884058,0.07290095525389644,0.45689655172413796,0.5161290322580647,0.7872340425531914,0.4489795918367347,4.0406489282178716e-05,5.641324473423446e-05,5.6396926722057884e-05,5.724204461849019e-05,6.734460233012324e-05,6.87502578134668e-05
2016,FATA,Bajaur,132,-14.3,154,40.3,23.1,31.9,5,1795,3451,5,62,21,41,1,2,0,1.1,0,Low,0.08115942028985507,0.0579855873973521,0.5086206896551724,0.774193548387096,0.21276595744680854,0.5714285714285711,4.0406489282178716e-05,5.163443681253279e-05,5.160879430825609e-05,5.219127597568223e-05,6.734460233012324e-05,6.87502578134668e-05
2016,FATA,North Waziristan,148,-12.9,170,38.1,23.3,30.2,4,1440,2769,4,50,17,33,1,1,0,0.9,0,Low,0.10434782608695652,0.0603318250377074,0.646551724137931,0.41935483870967744,0.2553191489361701,0.22448979591836699,2.0203244641089358e-05,3.094569520028771e-05,3.094103287652934e-05,3.19882014044504e-05,0.0,5.500020625077345e-05
2016,FATA,South Waziristan,245,87.0,131,40.6,24.0,30.8,6,2051,3945,5,71,24,47,1,2,0,1.2,0,Low,0.24492753623188407,0.22775263951734542,0.3103448275862069,0.8225806451612901,0.4042553191489359,0.346938775510204,6.0609733923268075e-05,6.655364203150389e-05,6.65792842602693e-05,6.73435819041061e-05,6.734460233012324e-05,7.562528359481347e-05
2017,Pakistan (National),All,202,42.3,142,38.7,24.4,31.7,1800,624000,1200000,1620,21600,7200,14400,264,540,10,445.5,2,Extreme,0.1826086956521739,0.15284062342885874,0.4051724137931034,0.5161290322580647,0.48936170212765906,0.5306122448979589,0.03630523062003758,0.03631258788708563,0.03631259013356223,0.03631334295224162,0.036298740655936426,0.03062136483011811
2017,Punjab,All (Province Level),184,12.9,163,39.6,25.3,31.1,610,211307,406360,549,7314,2438,4876,89,183,3,150.8,2,Extreme,0.1565217391304348,0.1035696329813977,0.5862068965517241,0.6612903225806451,0.6808510638297872,0.40816326530612257,0.012263369497141241,0.012261605233051098,0.012261619191222614,0.012261582675190119,0.01225671762408243,0.010360663852489448
2017,Punjab,Lahore,247,77.7,139,39.0,23.8,30.9,23,7871,15137,20,272,91,182,3,7,0,5.6,0,Low,0.24782608695652175,0.212166918049271,0.3793103448275862,0.5645161290322578,0.3617021276595744,0.3673469387755097,0.0004040648928217872,0.00040573244818154993,0.00040574876511640675,0.0004057450809722393,0.00040406761398073944,0.0003781264179740674
2017,Punjab,Multan,211,17.2,180,37.5,24.6,31.4,34,11718,22534,30,406,135,270,5,10,0,8.4,0,Low,0.1956521739130435,0.11077593430534607,0.7327586206896551,0.32258064516129015,0.5319148936170214,0.4693877551020404,0.0006263005838737702,0.0006299284734838227,0.0006299121541347099,0.0006313460803509947,0.0006061014209711092,0.0005706271398517745
2017,Punjab,Faisalabad,220,31.7,167,39.9,24.8,29.9,13,4472,8600,12,155,52,103,2,4,0,3.2,0,Low,0.20869565217391303,0.13507625272331156,0.6206896551724138,0.7096774193548382,0.5744680851063829,0.16326530612244844,0.0002020324464108936,0.00020764503201247666,0.00020764736265423998,0.00020876510390272892,0.00020203380699036972,0.0002131257992217471
2017,Punjab,Rawalpindi,156,9.9,142,38.4,24.7,30.9,16,5512,10600,14,191,64,127,2,5,0,3.9,0,Low,0.11594202898550725,0.09854198089492208,0.4051724137931034,0.4677419354838705,0.5531914893617017,0.3673469387755097,0.00026264218033416166,0.00026825430321454673,0.0002682566337150222,0.0002693743276164244,0.00026937840932049294,0.0002612509796911738
2017,Punjab,Gujranwala,166,-5.1,175,39.5,25.0,31.8,32,11205,21549,29,388,129,259,5,10,0,8.0,0,Low,0.13043478260869565,0.073403720462544,0.6896551724137931,0.6451612903225803,0.6170212765957445,0.5510204081632654,0.0005858940945915914,0.0006000317849004939,0.0006000620881372747,0.000601041468494147,0.0006061014209711092,0.0005431270367263878
2017,Punjab,Sargodha,173,-6.5,185,40.3,24.8,30.6,14,4832,9292,13,167,56,112,2,4,0,3.5,0,Low,0.14057971014492754,0.07105748282218871,0.7758620689655172,0.774193548387096,0.5744680851063829,0.3061224489795919,0.00022223569105198296,0.00022862516435165475,0.00022861817044127065,0.00022896817847396076,0.00020203380699036972,0.00023375087656578712
2017,Punjab,Sialkot,189,23.5,153,38.8,23.1,33.5,16,5378,10343,14,186,62,124,2,5,0,3.8,0,Low,0.16376811594202897,0.12133400368694489,0.5,0.5322580645161283,0.21276595744680854,0.8979591836734694,0.00026264218033416166,0.00026044503173274153,0.00026046834238371174,0.0002609563798784112,0.00026937840932049294,0.00025437595390982715
2017,Punjab,Jhang,262,59.8,164,39.8,24.2,32.1,19,6470,12442,17,224,75,149,3,6,0,4.6,0,Low,0.26956521739130435,0.18216859393329982,0.5948275862068966,0.6935483870967735,0.44680851063829746,0.6122448979591838,0.00032325191425742973,0.00032408476649491516,0.0003240777723620027,0.000324932782687312,0.0003367230116506162,0.0003093761601606006
2017,Punjab,Muzaffargarh,206,26.4,163,39.1,23.6,31.1,18,6257,12033,16,217,72,144,3,5,0,4.5,0,Low,0.18840579710144928,0.12619406737053798,0.5862068965517241,0.5806451612903225,0.31914893617021284,0.40816326530612257,0.0003030486696163404,0.0003116715215275681,0.00031168317643007274,0.0003131476558540934,0.00026937840932049294,0.000302501134379254
2017,Punjab,Rahim Yar Khan,152,7.0,142,36.7,25.7,29.8,10,3609,6941,9,125,42,83,2,3,0,2.6,0,Low,0.11014492753623188,0.09368191721132899,0.4051724137931034,0.19354838709677458,0.7659574468085103,0.14285714285714277,0.0001414227124876255,0.0001573509925438358,0.00015737197230932112,0.00015825741747464936,0.00013468920466024647,0.00017187564453366702
2017,Punjab,Bahawalnagar,255,57.4,162,37.7,24.6,31.1,24,8459,16267,22,293,98,195,4,7,0,6.0,0,Low,0.2594202898550725,0.17814647226411934,0.5775862068965517,0.35483870967741965,0.5319148936170214,0.40816326530612257,0.00042426813746287653,0.00043999999766887416,0.00043999300326574874,0.000441100461471895,0.00040406761398073944,0.00040562652109945414
2017,Punjab,Bahawalpur,276,73.6,159,38.0,25.3,31.1,20,6915,13299,18,239,80,160,3,6,0,4.9,0,Low,0.2898550724637681,0.20529579353108768,0.5517241379310345,0.4032258064516127,0.6808510638297872,0.40816326530612257,0.0003434551588985191,0.00035001854119195476,0.00035004884501154787,0.00035018662590135174,0.0003367230116506162,0.0003300012375046407
2017,Punjab,D.G. Khan,230,59.7,144,40.5,25.4,30.4,32,10960,21077,28,379,126,253,5,9,0,7.8,0,Low,0.22318840579710145,0.18200100553041731,0.4224137931034483,0.8064516129032254,0.7021276595744675,0.2653061224489791,0.0005858940945915914,0.0005857536392807754,0.0005857583001669301,0.0005858891625657232,0.0005387568186409859,0.0005293769851636944
