Year,Province,District,Rainfall_Actual_mm,Rainfall_Anomaly_pct,Flooded_Area_sqkm,Persons_Affected,Persons_in_Camps,Medical_Camps,Persons_Rescued,Total_Houses_Damaged,Roads_Damaged_km,Est_Damages_USD_Mn,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Total_Deaths_Cum,Fatality_Category,Fatality_Label
2016,Punjab,Muzaffargarh,164,57.7,6,4077,122,0,24,73,2,1.3,40.2,22.5,32.2,1,1,Category_1_Low_1to50
2016,Punjab,Rahim Yar Khan,157,36.5,12,7932,238,0,48,143,4,2.5,36.7,22.7,31.9,1,1,Category_1_Low_1to50
2016,Punjab,Bahawalnagar,136,15.3,15,10047,301,0,60,181,5,3.1,38.2,22.5,30.9,2,1,Category_1_Low_1to50
2016,Punjab,Bahawalpur,115,-7.3,23,15529,466,0,93,280,7,4.8,40.4,24.2,29.6,3,1,Category_1_Low_1to50
2016,Punjab,D.G. Khan,188,46.9,7,4968,149,0,30,89,2,1.6,36.5,23.2,32.6,1,1,Category_1_Low_1to50
2016,Punjab,Rajanpur,151,45.2,19,12343,370,0,74,222,6,3.8,40.3,25.6,30.6,2,1,Category_1_Low_1to50
2016,Punjab,Mianwali,81,-26.4,13,8611,258,0,52,155,4,2.7,37.1,23.8,31.2,2,1,Category_1_Low_1to50
2016,Punjab,Khushab,108,3.8,13,8547,256,0,51,154,4,2.7,39.2,24.0,30.7,2,1,Category_1_Low_1to50
2016,Punjab,Chakwal,176,45.5,20,13488,405,0,81,243,6,4.2,36.8,25.2,30.4,2,1,Category_1_Low_1to50
2016,Punjab,Jhelum,172,60.7,9,5978,179,0,36,108,3,1.9,40.7,25.9,31.4,1,1,Category_1_Low_1to50
2016,Punjab,Kasur,169,42.0,17,11461,344,0,69,206,5,3.6,40.1,24.3,33.3,2,1,Category_1_Low_1to50
2016,Punjab,Sheikhupura,167,25.6,12,8287,249,0,50,149,4,2.6,38.9,23.2,31.4,2,1,Category_1_Low_1to50
2016,Punjab,Gujrat,170,63.5,22,14533,436,0,87,262,7,4.5,38.5,25.0,32.9,3,1,Category_1_Low_1to50
2016,Punjab,Hafizabad,140,27.3,9,5719,172,0,34,103,3,1.8,37.7,23.6,31.7,1,1,Category_1_Low_1to50
2016,Punjab,Narowal,170,57.4,6,3770,113,0,23,68,2,1.2,37.3,24.3,31.6,1,1,Category_1_Low_1to50
2016,Punjab,Layyah,168,34.4,16,10517,316,0,63,189,5,3.3,36.7,23.1,31.3,2,1,Category_1_Low_1to50
2016,Punjab,Bhakkar,144,23.1,13,8835,265,0,53,159,4,2.8,37.0,23.3,31.9,2,1,Category_1_Low_1to50
2016,Sindh,All (Province Level),182,51.7,256,170981,5129,1,1026,3078,77,53.3,39.1,25.1,31.1,31,1,Category_1_Low_1to50
2016,Sindh,Karachi,164,33.3,18,12106,363,0,73,218,5,3.8,36.6,24.9,29.9,2,1,Category_1_Low_1to50
2016,Sindh,Hyderabad,238,87.4,23,15655,470,0,94,282,7,4.9,39.1,24.2,33.0,3,1,Category_1_Low_1to50
2016,Sindh,Sukkur,262,113.0,21,13830,415,0,83,249,6,4.3,38.9,24.3,30.4,3,1,Category_1_Low_1to50
2016,Sindh,Larkana,193,66.4,6,4043,121,0,24,73,2,1.3,38.4,26.4,31.0,1,1,Category_1_Low_1to50
2016,Sindh,Khairpur,117,-10.0,11,7056,212,0,42,127,3,2.2,39.0,25.5,30.1,1,1,Category_1_Low_1to50
2016,Sindh,Jacobabad,147,44.1,13,8676,260,0,52,156,4,2.7,36.8,23.7,30.0,2,1,Category_1_Low_1to50
2016,Sindh,Shikarpur,131,20.2,19,12494,375,0,75,225,6,3.9,39.1,22.7,33.0,2,1,Category_1_Low_1to50
2016,Sindh,Kashmore,183,77.7,18,11773,353,0,71,212,5,3.7,39.4,24.1,30.6,2,1,Category_1_Low_1to50
2016,Sindh,Dadu,177,63.9,11,7335,220,0,44,132,3,2.3,39.6,24.7,33.0,1,1,Category_1_Low_1to50
2016,Sindh,Jamshoro,220,107.5,10,6871,206,0,41,124,3,2.1,39.6,24.2,33.3,1,1,Category_1_Low_1to50
2016,Sindh,Thatta,172,26.5,10,6617,199,0,40,119,3,2.1,37.8,26.3,33.2,1,1,Category_1_Low_1to50
2016,Sindh,Badin,272,145.0,13,8651,260,0,52,156,4,2.7,38.3,24.5,30.7,2,1,Category_1_Low_1to50
2016,Sindh,Sanghar,155,31.4,6,4073,122,0,24,73,2,1.3,37.0,25.9,32.4,1,1,Category_1_Low_1to50
2016,Sindh,Mirpur Khas,216,58.8,9,6059,182,0,36,109,3,1.9,36.2,23.4,33.3,1,1,Category_1_Low_1to50
2016,Sindh,Tharparkar,235,123.8,23,15404,462,0,92,277,7,4.8,38.7,23.4,30.3,3,1,Category_1_Low_1to50
2016,Sindh,Umerkot,186,36.8,15,9721,292,0,58,175,4,3.0,37.1,26.4,33.5,2,1,Category_1_Low_1to50
2016,Sindh,Matiari,161,37.6,12,8043,241,0,48,145,4,2.5,37.7,23.6,33.4,1,1,Category_1_Low_1to50
2016,Sindh,Qambar,109,-11.4,11,7075,212,0,42,127,3,2.2,40.7,23.6,30.3,1,1,Category_1_Low_1to50
2016,KPK,All (Province Level),206,39.2,220,146371,4391,1,878,2635,66,45.6,38.1,23.9,32.5,27,1,Category_1_Low_1to50
2016,KPK,Peshawar,280,91.8,17,11277,338,0,68,203,5,3.5,38.3,23.1,31.3,2,1,Category_1_Low_1to50
2016,KPK,Nowshera,206,28.7,9,6019,181,0,36,108,3,1.9,39.6,25.0,33.2,1,1,Category_1_Low_1to50
2016,KPK,Charsadda,270,80.0,7,4357,131,0,26,78,2,1.4,37.8,23.0,33.1,1,1,Category_1_Low_1to50
2016,KPK,Mardan,232,48.7,15,9685,291,0,58,174,4,3.0,40.2,25.1,31.1,2,1,Category_1_Low_1to50
2016,KPK,Swat,193,35.0,15,9741,292,0,58,175,4,3.0,36.6,26.1,29.9,2,1,Category_1_Low_1to50
2016,KPK,Malakand,199,27.6,13,8851,266,0,53,159,4,2.8,36.5,24.8,32.6,2,1,Category_1_Low_1to50
2016,KPK,Dir Upper,290,87.1,13,8666,260,0,52,156,4,2.7,40.6,24.4,31.7,2,1,Category_1_Low_1to50
2016,KPK,Dir Lower,207,50.0,21,14308,429,0,86,258,6,4.5,38.1,24.0,30.7,3,1,Category_1_Low_1to50
2016,KPK,Chitral,137,-12.2,11,7604,228,0,46,137,3,2.4,37.0,23.8,29.8,1,1,Category_1_Low_1to50
2016,KPK,Mansehra,288,111.8,11,7270,218,0,44,131,3,2.3,38.5,24.3,33.0,1,1,Category_1_Low_1to50
2016,KPK,Abbottabad,248,52.1,16,10349,310,0,62,186,5,3.2,36.2,24.1,33.2,2,1,Category_1_Low_1to50
2016,KPK,Haripur,222,57.4,16,10345,310,0,62,186,5,3.2,38.8,25.1,31.2,2,1,Category_1_Low_1to50
2016,KPK,Swabi,152,4.1,18,12013,360,0,72,216,5,3.7,38.2,25.2,30.5,2,1,Category_1_Low_1to50
2016,KPK,Buner,201,21.1,17,11372,341,0,68,205,5,3.5,41.1,22.9,30.5,2,1,Category_1_Low_1to50
2016,KPK,Shangla,142,12.7,23,15037,451,0,90,271,7,4.7,37.0,26.4,30.3,3,1,Category_1_Low_1to50
2016,KPK,Kohistan,127,-17.0,15,9857,296,0,59,177,4,3.1,37.5,25.9,30.7,2,1,Category_1_Low_1to50
2016,KPK,Battagram,165,29.9,16,10659,320,0,64,192,5,3.3,38.2,23.6,32.8,2,1,Category_1_Low_1to50
2016,KPK,Tor Ghar,236,54.2,15,10302,309,0,62,185,5,3.2,40.3,24.1,30.7,2,1,Category_1_Low_1to50
2016,Balochistan,All (Province Level),185,37.0,117,78079,2342,1,468,1405,35,24.3,38.5,23.6,32.0,14,1,Category_1_Low_1to50
2016,Balochistan,Quetta,180,45.2,4,2850,86,0,17,51,1,0.9,39.1,23.9,31.3,1,1,Category_1_Low_1to50
2016,Balochistan,Khuzdar,137,-8.7,6,4161,125,0,25,75,2,1.3,38.3,24.1,29.7,1,1,Category_1_Low_1to50
2016,Balochistan,Turbat,204,42.7,8,5028,151,0,30,91,2,1.6,37.0,23.4,32.8,1,1,Category_1_Low_1to50
2016,Balochistan,Gwadar,194,57.7,8,5519,166,0,33,99,2,1.7,36.5,23.7,30.1,1,1,Category_1_Low_1to50
2016,Balochistan,Lasbela,135,17.4,9,6024,181,0,36,108,3,1.9,40.2,23.1,32.0,1,1,Category_1_Low_1to50
2016,Balochistan,Mastung,164,39.0,6,4294,129,0,26,77,2,1.3,37.3,23.2,31.3,1,1,Category_1_Low_1to50
2016,Balochistan,Kalat,113,-16.9,7,4851,146,0,29,87,2,1.5,39.2,26.3,31.9,1,1,Category_1_Low_1to50
2016,Balochistan,Sibi,265,79.1,7,4948,148,0,30,89,2,1.5,37.8,23.4,30.6,1,1,Category_1_Low_1to50
2016,Balochistan,Nasirabad,195,66.7,8,5619,169,0,34,101,3,1.8,39.8,25.7,30.7,1,1,Category_1_Low_1to50
2016,Balochistan,Jaffarabad,259,73.8,8,5431,163,0,33,98,2,1.7,38.8,25.2,33.1,1,1,Category_1_Low_1to50
2016,Balochistan,Bolan,236,90.3,6,4315,129,0,26,78,2,1.3,38.1,25.9,32.4,1,1,Category_1_Low_1to50
2016,Balochistan,Zhob,170,34.9,5,3656,110,0,22,66,2,1.1,37.0,25.4,30.6,1,1,Category_1_Low_1to50
2016,Balochistan,Loralai,275,109.9,7,4337,130,0,26,78,2,1.4,36.6,22.8,31.9,1,1,Category_1_Low_1to50
2016,Balochistan,Dera Bugti,183,56.4,8,5103,153,0,31,92,2,1.6,38.7,24.5,30.1,1,1,Category_1_Low_1to50
2016,Balochistan,Kohlu,128,-7.9,3,2281,68,0,14,41,1,0.7,37.1,23.4,30.2,0,0,Category_0_No_Deaths
2016,Balochistan,Jhal Magsi,149,16.4,13,8628,259,0,52,155,4,2.7,37.2,24.4,29.6,2,1,Category_1_Low_1to50
2016,AJK,All (Province Level),183,14.4,66,44159,1325,1,265,795,20,13.8,37.7,25.0,32.1,8,1,Category_1_Low_1to50
2016,AJK,Muzaffarabad,138,-6.8,5,3251,98,0,20,59,1,1.0,37.5,24.7,31.2,1,1,Category_1_Low_1to50
2016,AJK,Mirpur,270,83.7,9,6200,186,0,37,112,3,1.9,40.0,23.8,30.1,1,1,Category_1_Low_1to50
2016,AJK,Rawlakot,218,33.7,10,6636,199,0,40,119,3,2.1,38.5,24.4,32.5,1,1,Category_1_Low_1to50
2016,AJK,Kotli,257,84.9,5,3572,107,0,21,64,2,1.1,36.9,25.3,31.3,1,1,Category_1_Low_1to50
2016,AJK,Bagh,193,35.9,6,3901,117,0,23,70,2,1.2,38.5,25.5,30.6,1,1,Category_1_Low_1to50
2016,AJK,Haveli,223,26.7,11,7012,210,0,42,126,3,2.2,38.2,25.5,29.7,1,1,Category_1_Low_1to50
2016,AJK,Neelum,176,-0.6,4,2826,85,0,17,51,1,0.9,37.9,25.1,32.4,1,1,Category_1_Low_1to50
2016,AJK,Hattian,205,34.9,8,5482,164,0,33,99,2,1.7,36.6,26.4,30.1,1,1,Category_1_Low_1to50
2016,Gilgit-Baltistan,All (Province Level),226,78.0,37,24408,732,1,146,439,11,7.6,39.1,24.1,31.3,4,1,Category_1_Low_1to50
2016,Gilgit-Baltistan,Gilgit,219,62.2,3,2106,63,0,13,38,1,0.7,38.7,26.2,29.7,0,0,Category_0_No_Deaths
2016,Gilgit-Baltistan,Skardu,323,193.6,5,3215,96,0,19,58,1,1.0,39.0,25.9,30.5,1,1,Category_1_Low_1to50
2016,Gilgit-Baltistan,Ghanche,285,97.9,4,2987,90,0,18,54,1,0.9,39.4,24.2,29.7,0,0,Category_0_No_Deaths
2016,Gilgit-Baltistan,Ghizer,141,5.2,6,4256,128,0,26,77,2,1.3,38.6,22.9,30.4,1,1,Category_1_Low_1to50
2016,Gilgit-Baltistan,Hunza,262,106.3,3,1799,54,0,11,32,1,0.6,40.2,25.9,32.0,0,0,Category_0_No_Deaths
2016,Gilgit-Baltistan,Nagar,221,71.3,3,1748,52,0,10,31,1,0.5,39.4,23.8,33.2,0,0,Category_0_No_Deaths
2016,Gilgit-Baltistan,Astore,136,-4.9,3,2133,64,0,13,38,1,0.7,36.7,22.8,30.9,0,0,Category_0_No_Deaths
2016,Gilgit-Baltistan,Diamer,255,104.0,3,2208,66,0,13,40,1,0.7,36.3,23.7,32.8,0,0,Category_0_No_Deaths
2016,FATA,All (Province Level),208,39.6,33,22195,666,1,133,400,10,6.9,38.1,23.6,31.1,4,1,Category_1_Low_1to50
2016,FATA,Khyber,217,70.9,8,5440,163,0,33,98,2,1.7,36.9,23.7,31.9,1,1,Category_1_Low_1to50
2016,FATA,Kurram,193,15.6,3,2309,69,0,14,42,1,0.7,40.1,25.5,32.0,0,0,Category_0_No_Deaths
2016,FATA,Orakzai,242,60.3,6,3869,116,0,23,70,2,1.2,41.1,25.4,32.7,1,1,Category_1_Low_1to50
2016,FATA,Mohmand,140,-5.4,5,3609,108,0,22,65,2,1.1,38.7,25.8,31.3,1,1,Category_1_Low_1to50
2016,FATA,Bajaur,132,-14.3,5,3451,104,0,21,62,2,1.1,40.3,23.1,31.9,1,1,Category_1_Low_1to50
2016,FATA,North Waziristan,148,-12.9,4,2769,83,0,17,50,1,0.9,38.1,23.3,30.2,0,0,Category_0_No_Deaths
2016,FATA,South Waziristan,245,87.0,6,3945,118,0,24,71,2,1.2,40.6,24.0,30.8,1,1,Category_1_Low_1to50
2017,Pakistan (National),All,202,42.3,1800,1200000,36000,2,7200,21600,540,445.5,38.7,24.4,31.7,198,2,Category_2_Critical
2017,Punjab,All (Province Level),184,12.9,610,406360,12191,1,2438,7314,183,150.8,39.6,25.3,31.1,67,2,Category_2_Critical
2017,Punjab,Lahore,247,77.7,23,15137,454,0,91,272,7,5.6,39.0,23.8,30.9,2,1,Category_1_Low_1to50
2017,Punjab,Multan,211,17.2,34,22534,676,0,135,406,10,8.4,37.5,24.6,31.4,4,1,Category_1_Low_1to50
2017,Punjab,Faisalabad,220,31.7,13,8600,258,0,52,155,4,3.2,39.9,24.8,29.9,1,1,Category_1_Low_1to50
2017,Punjab,Rawalpindi,156,9.9,16,10600,318,0,64,191,5,3.9,38.4,24.7,30.9,2,1,Category_1_Low_1to50
2017,Punjab,Gujranwala,166,-5.1,32,21549,646,0,129,388,10,8.0,39.5,25.0,31.8,4,1,Category_1_Low_1to50
2017,Punjab,Sargodha,173,-6.5,14,9292,279,0,56,167,4,3.5,40.3,24.8,30.6,2,1,Category_1_Low_1to50
2017,Punjab,Sialkot,189,23.5,16,10343,310,0,62,186,5,3.8,38.8,23.1,33.5,2,1,Category_1_Low_1to50
2017,Punjab,Jhang,262,59.8,19,12442,373,0,75,224,6,4.6,39.8,24.2,32.1,2,1,Category_1_Low_1to50
2017,Punjab,Muzaffargarh,206,26.4,18,12033,361,0,72,217,5,4.5,39.1,23.6,31.1,2,1,Category_1_Low_1to50
2017,Punjab,Rahim Yar Khan,152,7.0,10,6941,208,0,42,125,3,2.6,36.7,25.7,29.8,1,1,Category_1_Low_1to50
2017,Punjab,Bahawalnagar,255,57.4,24,16267,488,0,98,293,7,6.0,37.7,24.6,31.1,3,1,Category_1_Low_1to50
2017,Punjab,Bahawalpur,276,73.6,20,13299,399,0,80,239,6,4.9,38.0,25.3,31.1,2,1,Category_1_Low_1to50
2017,Punjab,D.G. Khan,230,59.7,32,21077,632,0,126,379,9,7.8,40.5,25.4,30.4,3,1,Category_1_Low_1to50
2017,Punjab,Rajanpur,272,80.1,14,9333,280,0,56,168,4,3.5,38.5,22.6,31.2,2,1,Category_1_Low_1to50
2017,Punjab,Mianwali,196,9.5,33,22148,664,0,133,399,10,8.2,39.0,22.6,30.9,4,1,Category_1_Low_1to50
2017,Punjab,Khushab,253,68.7,33,22209,666,0,133,400,10,8.2,37.3,23.3,33.3,4,1,Category_1_Low_1to50
2017,Punjab,Chakwal,175,7.4,38,25613,768,0,154,461,12,9.5,38.5,23.5,31.6,4,1,Category_1_Low_1to50
2017,Punjab,Jhelum,257,46.9,10,6718,202,0,40,121,3,2.5,38.3,24.5,31.1,1,1,Category_1_Low_1to50
2017,Punjab,Kasur,237,36.2,35,23607,708,0,142,425,11,8.8,37.2,23.8,31.5,4,1,Category_1_Low_1to50
2017,Punjab,Sheikhupura,165,13.8,23,15570,467,0,93,280,7,5.8,38.2,26.4,30.5,3,1,Category_1_Low_1to50
2017,Punjab,Gujrat,122,-24.7,26,17350,520,0,104,312,8,6.4,39.7,24.5,33.1,3,1,Category_1_Low_1to50
2017,Punjab,Hafizabad,265,68.8,14,9640,289,0,58,174,4,3.6,39.1,25.6,30.9,2,1,Category_1_Low_1to50
2017,Punjab,Narowal,159,8.9,23,15444,463,0,93,278,7,5.7,40.3,23.4,32.5,3,1,Category_1_Low_1to50
2017,Punjab,Layyah,200,24.2,36,23851,716,0,143,429,11,8.9,37.8,24.4,32.0,4,1,Category_1_Low_1to50
2017,Punjab,Bhakkar,253,39.0,46,30498,915,0,183,549,14,11.3,38.6,25.1,33.2,5,1,Category_1_Low_1to50
2017,Sindh,All (Province Level),277,102.2,436,290366,8711,1,1742,5227,131,107.8,39.0,24.9,32.5,48,1,Category_1_Low_1to50
2017,Sindh,Karachi,296,133.1,21,13786,414,0,83,248,6,5.1,40.1,24.7,32.2,2,1,Category_1_Low_1to50
2017,Sindh,Hyderabad,320,140.6,20,13125,394,0,79,236,6,4.9,37.2,26.3,31.6,2,1,Category_1_Low_1to50
2017,Sindh,Sukkur,255,91.7,28,18843,565,0,113,339,8,7.0,38.3,24.7,31.8,3,1,Category_1_Low_1to50
2017,Sindh,Larkana,290,135.8,19,12561,377,0,75,226,6,4.7,36.9,26.2,32.0,2,1,Category_1_Low_1to50
2017,Sindh,Khairpur,393,174.8,26,17602,528,0,106,317,8,6.5,40.1,24.0,33.4,3,1,Category_1_Low_1to50
2017,Sindh,Jacobabad,209,63.3,39,25825,775,0,155,465,12,9.6,37.6,23.6,33.0,4,1,Category_1_Low_1to50
2017,Sindh,Shikarpur,234,87.2,10,6398,192,0,38,115,3,2.4,37.4,25.7,31.9,1,1,Category_1_Low_1to50
2017,Sindh,Kashmore,268,121.5,12,7813,234,0,47,141,4,2.9,39.6,25.3,32.5,1,1,Category_1_Low_1to50
2017,Sindh,Dadu,404,169.3,21,13873,416,0,83,250,6,5.2,40.7,22.5,33.3,2,1,Category_1_Low_1to50
2017,Sindh,Jamshoro,189,28.6,38,25404,762,0,152,457,11,9.4,41.0,25.2,31.9,4,1,Category_1_Low_1to50
2017,Sindh,Thatta,316,132.4,34,22522,676,0,135,405,10,8.4,40.9,22.8,31.6,4,1,Category_1_Low_1to50
2017,Sindh,Badin,312,102.6,34,22501,675,0,135,405,10,8.4,40.9,22.7,31.2,4,1,Category_1_Low_1to50
2017,Sindh,Sanghar,300,94.8,11,7580,227,0,45,136,3,2.8,40.5,23.0,30.0,1,1,Category_1_Low_1to50
2017,Sindh,Mirpur Khas,233,52.3,27,17910,537,0,107,322,8,6.7,40.9,24.1,33.2,3,1,Category_1_Low_1to50
2017,Sindh,Tharparkar,285,135.5,24,16285,489,0,98,293,7,6.0,40.9,24.3,32.5,3,1,Category_1_Low_1to50
2017,Sindh,Umerkot,191,39.4,15,9951,299,0,60,179,4,3.7,39.7,23.8,32.4,2,1,Category_1_Low_1to50
2017,Sindh,Matiari,289,87.7,33,21702,651,0,130,391,10,8.1,38.7,24.3,30.4,4,1,Category_1_Low_1to50
2017,Sindh,Qambar,324,155.1,14,9451,284,0,57,170,4,3.5,37.7,25.6,30.9,2,1,Category_1_Low_1to50
2017,KPK,All (Province Level),165,4.4,332,221438,6643,1,1329,3986,100,82.2,37.6,24.4,31.6,37,1,Category_1_Low_1to50
2017,KPK,Peshawar,219,61.0,24,15776,473,0,95,284,7,5.9,37.7,23.6,30.2,3,1,Category_1_Low_1to50
2017,KPK,Nowshera,176,6.0,13,8600,258,0,52,155,4,3.2,38.1,25.4,30.9,1,1,Category_1_Low_1to50
2017,KPK,Charsadda,103,-25.4,15,9962,299,0,60,179,4,3.7,38.3,26.3,32.5,2,1,Category_1_Low_1to50
2017,KPK,Mardan,208,27.6,13,8739,262,0,52,157,4,3.2,40.3,24.1,30.5,1,1,Category_1_Low_1to50
2017,KPK,Swat,179,11.2,19,12815,384,0,77,231,6,4.8,41.0,26.1,33.1,2,1,Category_1_Low_1to50
2017,KPK,Malakand,114,-22.4,30,20270,608,0,122,365,9,7.5,38.7,25.9,31.6,3,1,Category_1_Low_1to50
2017,KPK,Dir Upper,136,-19.5,18,12028,361,0,72,217,5,4.5,37.0,23.9,30.7,2,1,Category_1_Low_1to50
2017,KPK,Dir Lower,154,-4.3,18,11762,353,0,71,212,5,4.4,36.7,25.7,31.1,2,1,Category_1_Low_1to50
2017,KPK,Chitral,130,-26.1,24,16040,481,0,96,289,7,6.0,39.3,24.2,30.3,3,1,Category_1_Low_1to50
2017,KPK,Mansehra,130,-13.3,31,20459,614,0,123,368,9,7.6,40.3,25.3,32.7,3,1,Category_1_Low_1to50
2017,KPK,Abbottabad,156,8.3,20,13083,392,0,78,235,6,4.9,39.4,26.4,30.8,2,1,Category_1_Low_1to50
2017,KPK,Haripur,179,2.9,20,13056,392,0,78,235,6,4.8,40.0,22.7,33.6,2,1,Category_1_Low_1to50
2017,KPK,Swabi,196,12.0,28,18771,563,0,113,338,8,7.0,36.8,23.9,33.1,3,1,Category_1_Low_1to50
2017,KPK,Buner,216,24.1,10,6448,193,0,39,116,3,2.4,37.0,25.9,32.3,1,1,Category_1_Low_1to50
2017,KPK,Shangla,161,12.6,23,15036,451,0,90,271,7,5.6,37.6,24.5,31.7,3,1,Category_1_Low_1to50
2017,KPK,Kohistan,185,8.2,28,18869,566,0,113,340,8,7.0,37.2,22.7,33.1,3,1,Category_1_Low_1to50
2017,KPK,Battagram,202,31.2,9,6004,180,0,36,108,3,2.2,40.6,23.7,29.6,1,1,Category_1_Low_1to50
2017,KPK,Tor Ghar,155,-3.1,15,10311,309,0,62,186,5,3.8,40.6,26.1,30.7,2,1,Category_1_Low_1to50
2017,Balochistan,All (Province Level),219,30.4,214,142364,4271,1,854,2563,64,52.8,40.2,24.0,32.1,23,1,Category_1_Low_1to50
2017,Balochistan,Quetta,133,-19.9,8,5507,165,0,33,99,2,2.0,38.7,22.6,32.3,1,1,Category_1_Low_1to50
2017,Balochistan,Khuzdar,191,26.5,11,7319,220,0,44,132,3,2.7,38.3,23.4,31.7,1,1,Category_1_Low_1to50
2017,Balochistan,Turbat,162,-8.5,9,6249,187,0,37,112,3,2.3,40.0,22.9,31.5,1,1,Category_1_Low_1to50
2017,Balochistan,Gwadar,184,8.9,8,5379,161,0,32,97,2,2.0,38.8,26.2,31.8,1,1,Category_1_Low_1to50
2017,Balochistan,Lasbela,318,74.7,14,9068,272,0,54,163,4,3.4,37.6,25.9,31.3,1,1,Category_1_Low_1to50
2017,Balochistan,Mastung,169,-5.1,21,14112,423,0,85,254,6,5.2,37.7,23.7,30.8,2,1,Category_1_Low_1to50
2017,Balochistan,Kalat,132,-26.3,14,9137,274,0,55,164,4,3.4,37.1,22.9,30.6,1,1,Category_1_Low_1to50
2017,Balochistan,Sibi,140,-27.1,12,7716,231,0,46,139,3,2.9,39.8,23.8,30.9,1,1,Category_1_Low_1to50
2017,Balochistan,Nasirabad,160,5.3,14,9079,272,0,54,163,4,3.4,40.5,23.5,31.1,1,1,Category_1_Low_1to50
2017,Balochistan,Jaffarabad,199,12.4,20,13396,402,0,80,241,6,5.0,36.3,25.4,31.5,2,1,Category_1_Low_1to50
2017,Balochistan,Bolan,314,66.1,22,14872,446,0,89,268,7,5.5,38.8,23.9,31.5,2,1,Category_1_Low_1to50
2017,Balochistan,Zhob,172,-9.0,20,13027,391,0,78,234,6,4.8,40.3,26.4,33.1,2,1,Category_1_Low_1to50
2017,Balochistan,Loralai,154,-1.9,8,5299,159,0,32,95,2,2.0,39.3,25.7,33.2,1,1,Category_1_Low_1to50
2017,Balochistan,Dera Bugti,168,13.5,11,7033,211,0,42,127,3,2.6,38.0,24.5,29.8,1,1,Category_1_Low_1to50
2017,Balochistan,Kohlu,259,56.0,9,6096,183,0,37,110,3,2.3,38.7,24.2,33.4,1,1,Category_1_Low_1to50
2017,Balochistan,Jhal Magsi,276,61.4,10,6423,193,0,39,116,3,2.4,40.9,24.0,31.5,1,1,Category_1_Low_1to50
2017,AJK,All (Province Level),228,75.4,95,63112,1893,1,379,1136,28,23.4,37.7,24.6,31.7,10,1,Category_1_Low_1to50
2017,AJK,Muzaffarabad,265,124.6,8,5083,152,0,30,91,2,1.9,38.6,25.4,31.7,1,1,Category_1_Low_1to50
2017,AJK,Mirpur,262,78.2,9,6311,189,0,38,114,3,2.3,39.6,22.8,31.4,1,1,Category_1_Low_1to50
2017,AJK,Rawlakot,340,129.7,12,8302,249,0,50,149,4,3.1,36.6,26.2,31.1,1,1,Category_1_Low_1to50
2017,AJK,Kotli,227,68.1,15,10089,303,0,61,182,5,3.7,40.1,22.6,32.0,2,1,Category_1_Low_1to50
2017,AJK,Bagh,208,61.2,7,4917,148,0,30,89,2,1.8,37.9,22.9,30.2,1,1,Category_1_Low_1to50
2017,AJK,Haveli,333,189.6,6,4133,124,0,25,74,2,1.5,41.0,25.4,32.1,1,1,Category_1_Low_1to50
2017,AJK,Neelum,159,22.3,16,10806,324,0,65,195,5,4.0,39.7,24.8,32.9,2,1,Category_1_Low_1to50
2017,AJK,Hattian,246,96.8,8,5031,151,0,30,91,2,1.9,37.9,25.0,33.2,1,1,Category_1_Low_1to50
2017,Gilgit-Baltistan,All (Province Level),258,89.7,72,47945,1438,1,288,863,22,17.8,37.5,23.6,30.7,8,1,Category_1_Low_1to50
2017,Gilgit-Baltistan,Gilgit,322,120.5,7,4760,143,0,29,86,2,1.8,36.5,23.4,30.7,1,1,Category_1_Low_1to50
2017,Gilgit-Baltistan,Skardu,186,20.8,7,4939,148,0,30,89,2,1.8,40.2,23.2,31.2,1,1,Category_1_Low_1to50
2017,Gilgit-Baltistan,Ghanche,273,125.6,9,6023,181,0,36,108,3,2.2,39.9,24.1,30.7,1,1,Category_1_Low_1to50
2017,Gilgit-Baltistan,Ghizer,234,87.2,8,5240,157,0,31,94,2,1.9,38.2,22.6,32.7,1,1,Category_1_Low_1to50
2017,Gilgit-Baltistan,Hunza,307,108.8,4,2921,88,0,18,53,1,1.1,40.3,24.5,30.4,0,0,Category_0_No_Deaths
2017,Gilgit-Baltistan,Nagar,212,39.5,12,8303,249,0,50,149,4,3.1,36.7,26.4,33.0,1,1,Category_1_Low_1to50
2017,Gilgit-Baltistan,Astore,323,162.6,13,8993,270,0,54,162,4,3.3,38.4,22.8,31.2,2,1,Category_1_Low_1to50
2017,Gilgit-Baltistan,Diamer,231,65.0,10,6934,208,0,42,125,3,2.6,40.6,22.7,31.1,1,1,Category_1_Low_1to50
2017,FATA,All (Province Level),240,100.0,48,32309,969,1,194,582,15,12.0,39.2,24.1,31.0,5,1,Category_1_Low_1to50
2017,FATA,Khyber,239,132.0,7,4714,141,0,28,85,2,1.8,38.6,24.5,30.9,1,1,Category_1_Low_1to50
2017,FATA,Kurram,289,122.3,4,2701,81,0,16,49,1,1.0,38.9,24.8,30.4,0,0,Category_0_No_Deaths
2017,FATA,Orakzai,198,80.0,4,2897,87,0,17,52,1,1.1,38.8,24.7,33.4,0,0,Category_0_No_Deaths
2017,FATA,Mohmand,321,163.1,5,3483,104,0,21,63,2,1.3,37.5,23.5,29.8,1,1,Category_1_Low_1to50
